rgn_id,stock_id,year,bbmsy
4,Cyclopterus_lumpus-27,2007,0.523193668
4,Cyclopterus_lumpus-27,2008,0.519209221
4,Cyclopterus_lumpus-27,2009,0.517215427
4,Cyclopterus_lumpus-27,2010,0.505095498
4,Cyclopterus_lumpus-27,2011,0.495641917
4,Cyclopterus_lumpus-27,2012,0.484748183
4,Cyclopterus_lumpus-27,2013,0.475990449
4,Cyclopterus_lumpus-27,2014,0.466812707
4,Gadus_morhua-21,2001,0.12046
4,Gadus_morhua-21,2002,0.110463333
4,Gadus_morhua-21,2003,0.088756667
4,Gadus_morhua-21,2004,0.07469
4,Gadus_morhua-21,2005,0.062976667
4,Gadus_morhua-21,2006,0.0654
4,Gadus_morhua-21,2007,0.089066667
4,Gadus_morhua-21,2008,0.113133333
4,Gadus_morhua-21,2009,0.113633333
4,Gadus_morhua-21,2010,0.119533333
4,Gadus_morhua-27,2001,0.391
4,Gadus_morhua-27,2002,0.369
4,Gadus_morhua-27,2003,0.265
4,Gadus_morhua-27,2004,0.162
4,Gadus_morhua-27,2005,0.105
4,Gadus_morhua-27,2006,0.0773
4,Gadus_morhua-27,2007,0.137
4,Gadus_morhua-27,2008,0.141
4,Gadus_morhua-27,2009,0.124
4,Gadus_morhua-27,2010,0.159
4,Gadus_morhua-27,2011,1.693441927
4,Gadus_morhua-27,2012,1.665226029
4,Gadus_morhua-27,2013,1.613300084
4,Gadus_morhua-27,2014,1.541287314
4,Lamna_nasus-27,2001,0.285820654
4,Lamna_nasus-27,2002,0.283918745
4,Lamna_nasus-27,2003,0.283879863
4,Lamna_nasus-27,2004,0.284710719
4,Lamna_nasus-27,2005,0.290674839
4,Lamna_nasus-27,2006,0.301200423
4,Lamna_nasus-27,2007,0.310869263
4,Lamna_nasus-27,2008,0.321061466
4,Lamna_nasus-27,2009,0.332887743
4,Lamna_nasus-27,2010,0.345680569
4,Lamna_nasus-27,2011,0.359569107
4,Lamna_nasus-27,2012,0.375745823
4,Lamna_nasus-27,2013,0.393267935
4,Lamna_nasus-27,2014,0.411863273
4,Cetorhinus_maximus-27,2001,0.212532299
4,Cetorhinus_maximus-27,2002,0.22448306
4,Cetorhinus_maximus-27,2003,0.236233073
4,Cetorhinus_maximus-27,2004,0.248507269
4,Cetorhinus_maximus-27,2005,0.261158273
